economy,period
Papua New Guinea,2022Q01
Paraguay,2022Q01
Peru,2022Q01
Philippines,2022Q01
Poland,2022Q01
Portugal,2022Q01
Puerto Rico,2022Q01
Qatar,2022Q01
Republic of Korea,2022Q01
Reunion,2022Q01
Romania,2022Q01
Russian Federation,2022Q01
Saint Kitts and Nevis,2022Q01
Saint Lucia,2022Q01
Saint Vincent and the Grenadines,2022Q01
Samoa,2022Q01
Sao Tome and Principe,2022Q01
Saudi Arabia,2022Q01
Senegal,2022Q01
Serbia and Montenegro,2022Q01
Seychelles,2022Q01
Sierra Leone,2022Q01
Singapore,2022Q01
Sint Maarten (Dutch part),2022Q01
Slovenia,2022Q01
Solomon Islands,2022Q01
Somalia,2022Q01
South Africa,2022Q01
Spain,2022Q01
Sri Lanka,2022Q01
Sudan,2022Q01
Sudan (...2011),2022Q01
Suriname,2022Q01
Sweden,2022Q01
Syrian Arab Republic,2022Q01
Thailand,2022Q01
Timor-Leste,2022Q01
Togo,2022Q01
Tonga,2022Q01
Trinidad and Tobago,2022Q01
Tunisia,2022Q01
Turkiye,2022Q01
Turks and Caicos Islands,2022Q01
Tuvalu,2022Q01
Ukraine,2022Q01
United Arab Emirates,2022Q01
United Kingdom,2022Q01
United Republic of Tanzania,2022Q01
United States,2022Q01
United States Virgin Islands,2022Q01
Uruguay,2022Q01
Vanuatu,2022Q01
Venezuela (Bolivarian Rep. of),2022Q01
Viet Nam,2022Q01
Wallis and Futuna Islands,2022Q01
Yemen,2022Q01
Albania,2022Q02
Algeria,2022Q02
American Samoa,2022Q02
Angola,2022Q02
Antigua and Barbuda,2022Q02
Argentina,2022Q02
Aruba,2022Q02
Australia,2022Q02
Bahamas,2022Q02
Bahrain,2022Q02
Bangladesh,2022Q02
Barbados,2022Q02
Belgium,2022Q02
Belize,2022Q02
Benin,2022Q02
Bermuda,2022Q02
"Bonaire, Sint Eustatius and Saba",2022Q02
Brazil,2022Q02
British Virgin Islands,2022Q02
Brunei Darussalam,2022Q02
Bulgaria,2022Q02
Cabo Verde,2022Q02
Cambodia,2022Q02
Cameroon,2022Q02
Canada,2022Q02
Cayman Islands,2022Q02
Chile,2022Q02
China,2022Q02
"China, Hong Kong SAR",2022Q02
"China, Taiwan Province of",2022Q02
Christmas Island,2022Q02
Colombia,2022Q02
Comoros,2022Q02
Congo,2022Q02
Cook Islands,2022Q02
Costa Rica,2022Q02
Cote d'Ivoire,2022Q02
Croatia,2022Q02
Cuba,2022Q02
Curacao,2022Q02
Cyprus,2022Q02
Dem. Rep. of the Congo,2022Q02
Denmark,2022Q02
Djibouti,2022Q02
Dominica,2022Q02
Dominican Republic,2022Q02
Ecuador,2022Q02
Egypt,2022Q02
El Salvador,2022Q02
Equatorial Guinea,2022Q02
Eritrea,2022Q02
Estonia,2022Q02
Faroe Islands,2022Q02
Fiji,2022Q02
Finland,2022Q02
France,2022Q02
French Guiana,2022Q02
French Polynesia,2022Q02
Gabon,2022Q02
Gambia,2022Q02
Georgia,2022Q02
Germany,2022Q02
Ghana,2022Q02
Gibraltar,2022Q02
Greece,2022Q02
Greenland,2022Q02
Grenada,2022Q02
Guadeloupe,2022Q02
Guam,2022Q02
Guatemala,2022Q02
Guernsey,2022Q02
Guinea,2022Q02
Guinea-Bissau,2022Q02
Guyana,2022Q02
Haiti,2022Q02
Honduras,2022Q02
Iceland,2022Q02
India,2022Q02
Indonesia,2022Q02
Iran (Islamic Republic of),2022Q02
Iraq,2022Q02
Ireland,2022Q02
Israel,2022Q02
Italy,2022Q02
Jamaica,2022Q02
Japan,2022Q02
Jersey,2022Q02
Jordan,2022Q02
Kenya,2022Q02
Kiribati,2022Q02
Kuwait,2022Q02
Latvia,2022Q02
Lebanon,2022Q02
Liberia,2022Q02
Libya,2022Q02
Lithuania,2022Q02
Madagascar,2022Q02
Malaysia,2022Q02
Maldives,2022Q02
Malta,2022Q02
Marshall Islands,2022Q02
Martinique,2022Q02
Mauritania,2022Q02
Mauritius,2022Q02
Mayotte,2022Q02
Mexico,2022Q02
Micronesia (Federated States of),2022Q02
Montenegro,2022Q02
Morocco,2022Q02
Mozambique,2022Q02
Myanmar,2022Q02
Namibia,2022Q02
Netherlands (Kingdom of the),2022Q02
Netherlands Antilles,2022Q02
New Caledonia,2022Q02
New Zealand,2022Q02
Nicaragua,2022Q02
Nigeria,2022Q02
Niue,2022Q02
Norfolk Island,2022Q02
Northern Mariana Islands,2022Q02
Norway,2022Q02
Oman,2022Q02
Pakistan,2022Q02
Palau,2022Q02
Panama,2022Q02
Papua New Guinea,2022Q02
Paraguay,2022Q02
Peru,2022Q02
Philippines,2022Q02
Poland,2022Q02
Portugal,2022Q02
Puerto Rico,2022Q02
Qatar,2022Q02
Republic of Korea,2022Q02
Reunion,2022Q02
Romania,2022Q02
Russian Federation,2022Q02
Saint Kitts and Nevis,2022Q02
Saint Lucia,2022Q02
Saint Vincent and the Grenadines,2022Q02
Samoa,2022Q02
Sao Tome and Principe,2022Q02
Saudi Arabia,2022Q02
Senegal,2022Q02
Serbia and Montenegro,2022Q02
Seychelles,2022Q02
Sierra Leone,2022Q02
Singapore,2022Q02
Sint Maarten (Dutch part),2022Q02
Slovenia,2022Q02
Solomon Islands,2022Q02
Somalia,2022Q02
South Africa,2022Q02
Spain,2022Q02
Sri Lanka,2022Q02
Sudan,2022Q02
Sudan (...2011),2022Q02
Suriname,2022Q02
Sweden,2022Q02
Syrian Arab Republic,2022Q02
Thailand,2022Q02
Timor-Leste,2022Q02
Togo,2022Q02
Tonga,2022Q02
Trinidad and Tobago,2022Q02
Tunisia,2022Q02
Turkiye,2022Q02
Turks and Caicos Islands,2022Q02
Tuvalu,2022Q02
United Arab Emirates,2022Q02
United Kingdom,2022Q02
United Republic of Tanzania,2022Q02
United States,2022Q02
United States Virgin Islands,2022Q02
Uruguay,2022Q02
Vanuatu,2022Q02
Venezuela (Bolivarian Rep. of),2022Q02
Viet Nam,2022Q02
Wallis and Futuna Islands,2022Q02
Yemen,2022Q02
Albania,2022Q03
Algeria,2022Q03
American Samoa,2022Q03
Angola,2022Q03
Antigua and Barbuda,2022Q03
Argentina,2022Q03
Aruba,2022Q03
Australia,2022Q03
Bahamas,2022Q03
Bahrain,2022Q03
Bangladesh,2022Q03
Barbados,2022Q03
Belgium,2022Q03
Belize,2022Q03
Benin,2022Q03
Bermuda,2022Q03
"Bonaire, Sint Eustatius and Saba",2022Q03
Brazil,2022Q03
British Virgin Islands,2022Q03
Brunei Darussalam,2022Q03
Bulgaria,2022Q03
Cabo Verde,2022Q03
Cambodia,2022Q03
Cameroon,2022Q03
Canada,2022Q03
Cayman Islands,2022Q03
Chile,2022Q03
China,2022Q03
"China, Hong Kong SAR",2022Q03
"China, Taiwan Province of",2022Q03
Christmas Island,2022Q03
Colombia,2022Q03
Comoros,2022Q03
Congo,2022Q03
Cook Islands,2022Q03
Costa Rica,2022Q03
Cote d'Ivoire,2022Q03
Croatia,2022Q03
Cuba,2022Q03
Curacao,2022Q03
Cyprus,2022Q03
Dem. Rep. of the Congo,2022Q03
Denmark,2022Q03
Djibouti,2022Q03
Dominica,2022Q03
Dominican Republic,2022Q03
Ecuador,2022Q03
Egypt,2022Q03
El Salvador,2022Q03
Equatorial Guinea,2022Q03
Eritrea,2022Q03
Estonia,2022Q03
Faroe Islands,2022Q03
Fiji,2022Q03
Finland,2022Q03
France,2022Q03
French Guiana,2022Q03
French Polynesia,2022Q03
Gabon,2022Q03
Gambia,2022Q03
Georgia,2022Q03
Germany,2022Q03
Ghana,2022Q03
Gibraltar,2022Q03
Greece,2022Q03
Greenland,2022Q03
Grenada,2022Q03
Guadeloupe,2022Q03
Guam,2022Q03
Guatemala,2022Q03
Guernsey,2022Q03
Guinea,2022Q03
Guinea-Bissau,2022Q03
Guyana,2022Q03
Haiti,2022Q03
Honduras,2022Q03
Iceland,2022Q03
India,2022Q03
Indonesia,2022Q03
Iran (Islamic Republic of),2022Q03
Iraq,2022Q03
Ireland,2022Q03
Israel,2022Q03
Italy,2022Q03
Jamaica,2022Q03
Japan,2022Q03
Jersey,2022Q03
Jordan,2022Q03
Kenya,2022Q03
Kiribati,2022Q03
Kuwait,2022Q03
Latvia,2022Q03
Lebanon,2022Q03
Liberia,2022Q03
Libya,2022Q03
Lithuania,2022Q03
Madagascar,2022Q03
Malaysia,2022Q03
Maldives,2022Q03
Malta,2022Q03
Marshall Islands,2022Q03
Martinique,2022Q03
Mauritania,2022Q03
Mauritius,2022Q03
Mayotte,2022Q03
Mexico,2022Q03
Micronesia (Federated States of),2022Q03
Montenegro,2022Q03
Morocco,2022Q03
Mozambique,2022Q03
Myanmar,2022Q03
Namibia,2022Q03
Netherlands (Kingdom of the),2022Q03
Netherlands Antilles,2022Q03
New Caledonia,2022Q03
New Zealand,2022Q03
Nicaragua,2022Q03
Nigeria,2022Q03
Niue,2022Q03
Norfolk Island,2022Q03
Northern Mariana Islands,2022Q03
Norway,2022Q03
Oman,2022Q03
Pakistan,2022Q03
Palau,2022Q03
Panama,2022Q03
Papua New Guinea,2022Q03
Paraguay,2022Q03
Peru,2022Q03
Philippines,2022Q03
Poland,2022Q03
Portugal,2022Q03
Puerto Rico,2022Q03
Qatar,2022Q03
Republic of Korea,2022Q03
Reunion,2022Q03
Romania,2022Q03
Russian Federation,2022Q03
Saint Kitts and Nevis,2022Q03
Saint Lucia,2022Q03
Saint Vincent and the Grenadines,2022Q03
Samoa,2022Q03
Sao Tome and Principe,2022Q03
Saudi Arabia,2022Q03
Senegal,2022Q03
Serbia and Montenegro,2022Q03
Seychelles,2022Q03
Sierra Leone,2022Q03
Singapore,2022Q03
Sint Maarten (Dutch part),2022Q03
Slovenia,2022Q03
Solomon Islands,2022Q03
Somalia,2022Q03
South Africa,2022Q03
Spain,2022Q03
Sri Lanka,2022Q03
Sudan,2022Q03
Sudan (...2011),2022Q03
Suriname,2022Q03
Sweden,2022Q03
Syrian Arab Republic,2022Q03
Thailand,2022Q03
Timor-Leste,2022Q03
Togo,2022Q03
Tonga,2022Q03
Trinidad and Tobago,2022Q03
Tunisia,2022Q03
Turkiye,2022Q03
Turks and Caicos Islands,2022Q03
Tuvalu,2022Q03
United Arab Emirates,2022Q03
United Kingdom,2022Q03
United Republic of Tanzania,2022Q03
United States,2022Q03
United States Virgin Islands,2022Q03
Uruguay,2022Q03
Vanuatu,2022Q03
Venezuela (Bolivarian Rep. of),2022Q03
Viet Nam,2022Q03
Wallis and Futuna Islands,2022Q03
Yemen,2022Q03
Albania,2022Q04
Algeria,2022Q04
American Samoa,2022Q04
Angola,2022Q04
Antigua and Barbuda,2022Q04
Argentina,2022Q04
Aruba,2022Q04
Australia,2022Q04
Bahamas,2022Q04
Bahrain,2022Q04
Bangladesh,2022Q04
Barbados,2022Q04
Belgium,2022Q04
Belize,2022Q04
Benin,2022Q04
Bermuda,2022Q04
Brazil,2022Q04
British Virgin Islands,2022Q04
Brunei Darussalam,2022Q04
Bulgaria,2022Q04
Cabo Verde,2022Q04
Cambodia,2022Q04
Cameroon,2022Q04
Canada,2022Q04
Cayman Islands,2022Q04
Chile,2022Q04
China,2022Q04
"China, Hong Kong SAR",2022Q04
"China, Taiwan Province of",2022Q04
Christmas Island,2022Q04
Colombia,2022Q04
Comoros,2022Q04
Congo,2022Q04
Cook Islands,2022Q04
Costa Rica,2022Q04
Cote d'Ivoire,2022Q04
Croatia,2022Q04
Cuba,2022Q04
Curacao,2022Q04
Cyprus,2022Q04
Dem. Rep. of the Congo,2022Q04
Denmark,2022Q04
Djibouti,2022Q04
Dominica,2022Q04
Dominican Republic,2022Q04
Ecuador,2022Q04
Egypt,2022Q04
El Salvador,2022Q04
Equatorial Guinea,2022Q04
Eritrea,2022Q04
Estonia,2022Q04
Faroe Islands,2022Q04
Fiji,2022Q04
Finland,2022Q04
France,2022Q04
French Guiana,2022Q04
French Polynesia,2022Q04
Gabon,2022Q04
Gambia,2022Q04
Georgia,2022Q04
Germany,2022Q04
Ghana,2022Q04
Gibraltar,2022Q04
Greece,2022Q04
Greenland,2022Q04
Grenada,2022Q04
Guadeloupe,2022Q04
Guam,2022Q04
Guatemala,2022Q04
Guernsey,2022Q04
Guinea,2022Q04
Guinea-Bissau,2022Q04
Guyana,2022Q04
Haiti,2022Q04
Honduras,2022Q04
Iceland,2022Q04
India,2022Q04
Indonesia,2022Q04
Iran (Islamic Republic of),2022Q04
Iraq,2022Q04
Ireland,2022Q04
Israel,2022Q04
Italy,2022Q04
Jamaica,2022Q04
Japan,2022Q04
Jersey,2022Q04
Jordan,2022Q04
Kenya,2022Q04
Kiribati,2022Q04
Kuwait,2022Q04
Latvia,2022Q04
Lebanon,2022Q04
Liberia,2022Q04
Libya,2022Q04
Lithuania,2022Q04
Madagascar,2022Q04
Malaysia,2022Q04
Maldives,2022Q04
Malta,2022Q04
Marshall Islands,2022Q04
Martinique,2022Q04
Mauritania,2022Q04
Mauritius,2022Q04
Mayotte,2022Q04
Mexico,2022Q04
Micronesia (Federated States of),2022Q04
Montenegro,2022Q04
Morocco,2022Q04
Mozambique,2022Q04
Myanmar,2022Q04
Namibia,2022Q04
Netherlands (Kingdom of the),2022Q04
Netherlands Antilles,2022Q04
New Caledonia,2022Q04
New Zealand,2022Q04
Nicaragua,2022Q04
Nigeria,2022Q04
Niue,2022Q04
Norfolk Island,2022Q04
Northern Mariana Islands,2022Q04
Norway,2022Q04
Oman,2022Q04
Pakistan,2022Q04
Palau,2022Q04
Panama,2022Q04
Papua New Guinea,2022Q04
Paraguay,2022Q04
Peru,2022Q04
Philippines,2022Q04
Poland,2022Q04
Portugal,2022Q04
Puerto Rico,2022Q04
Qatar,2022Q04
Republic of Korea,2022Q04
Reunion,2022Q04
Romania,2022Q04
Russian Federation,2022Q04
Saint Kitts and Nevis,2022Q04
Saint Lucia,2022Q04
Saint Vincent and the Grenadines,2022Q04
Samoa,2022Q04
Sao Tome and Principe,2022Q04
Saudi Arabia,2022Q04
Senegal,2022Q04
Serbia and Montenegro,2022Q04
Seychelles,2022Q04
Sierra Leone,2022Q04
Singapore,2022Q04
Sint Maarten (Dutch part),2022Q04
Slovenia,2022Q04
Solomon Islands,2022Q04
Somalia,2022Q04
South Africa,2022Q04
Spain,2022Q04
Sri Lanka,2022Q04
Sudan,2022Q04
Sudan (...2011),2022Q04
Suriname,2022Q04
Sweden,2022Q04
Syrian Arab Republic,2022Q04
Thailand,2022Q04
Timor-Leste,2022Q04
Togo,2022Q04
Tonga,2022Q04
Trinidad and Tobago,2022Q04
Tunisia,2022Q04
Turkiye,2022Q04
Turks and Caicos Islands,2022Q04
Tuvalu,2022Q04
United Arab Emirates,2022Q04
United Kingdom,2022Q04
United Republic of Tanzania,2022Q04
United States,2022Q04
United States Virgin Islands,2022Q04
Uruguay,2022Q04
Vanuatu,2022Q04
Venezuela (Bolivarian Rep. of),2022Q04
Viet Nam,2022Q04
Wallis and Futuna Islands,2022Q04
Yemen,2022Q04
Albania,2023Q01
Algeria,2023Q01
American Samoa,2023Q01
Angola,2023Q01
Antigua and Barbuda,2023Q01
Argentina,2023Q01
Aruba,2023Q01
Australia,2023Q01
Bahamas,2023Q01
Bahrain,2023Q01
Bangladesh,2023Q01
Barbados,2023Q01
Belgium,2023Q01
Belize,2023Q01
Benin,2023Q01
Bermuda,2023Q01
Brazil,2023Q01
British Virgin Islands,2023Q01
Brunei Darussalam,2023Q01
Bulgaria,2023Q01
Cabo Verde,2023Q01
Cambodia,2023Q01
Cameroon,2023Q01
Canada,2023Q01
Cayman Islands,2023Q01
Chile,2023Q01
China,2023Q01
"China, Hong Kong SAR",2023Q01
"China, Taiwan Province of",2023Q01
Christmas Island,2023Q01
Colombia,2023Q01
Comoros,2023Q01
Congo,2023Q01
Cook Islands,2023Q01
Costa Rica,2023Q01
Cote d'Ivoire,2023Q01
Croatia,2023Q01
Cuba,2023Q01
Curacao,2023Q01
Cyprus,2023Q01
Dem. Rep. of the Congo,2023Q01
Denmark,2023Q01
Djibouti,2023Q01
Dominica,2023Q01
Dominican Republic,2023Q01
Ecuador,2023Q01
Egypt,2023Q01
El Salvador,2023Q01
Equatorial Guinea,2023Q01
Eritrea,2023Q01
Estonia,2023Q01
Faroe Islands,2023Q01
Fiji,2023Q01
Finland,2023Q01
France,2023Q01
French Guiana,2023Q01
French Polynesia,2023Q01
Gabon,2023Q01
Gambia,2023Q01
Georgia,2023Q01
Germany,2023Q01
Ghana,2023Q01
Greece,2023Q01
Greenland,2023Q01
Grenada,2023Q01
Guadeloupe,2023Q01
Guam,2023Q01
Guatemala,2023Q01
Guernsey,2023Q01
Guinea,2023Q01
Guinea-Bissau,2023Q01
Guyana,2023Q01
Haiti,2023Q01
Honduras,2023Q01
Iceland,2023Q01
India,2023Q01
Indonesia,2023Q01
Iran (Islamic Republic of),2023Q01
Iraq,2023Q01
Ireland,2023Q01
Israel,2023Q01
Italy,2023Q01
Jamaica,2023Q01
Japan,2023Q01
Jersey,2023Q01
Jordan,2023Q01
Kenya,2023Q01
Kiribati,2023Q01
Kuwait,2023Q01
Latvia,2023Q01
Lebanon,2023Q01
Liberia,2023Q01
Libya,2023Q01
Lithuania,2023Q01
Madagascar,2023Q01
Malaysia,2023Q01
Maldives,2023Q01
Malta,2023Q01
Marshall Islands,2023Q01
Martinique,2023Q01
Mauritania,2023Q01
Mauritius,2023Q01
Mayotte,2023Q01
Mexico,2023Q01
Micronesia (Federated States of),2023Q01
Montenegro,2023Q01
Morocco,2023Q01
Mozambique,2023Q01
Myanmar,2023Q01
Namibia,2023Q01
Netherlands (Kingdom of the),2023Q01
Netherlands Antilles,2023Q01
New Caledonia,2023Q01
New Zealand,2023Q01
Nicaragua,2023Q01
Nigeria,2023Q01
Niue,2023Q01
Norfolk Island,2023Q01
Northern Mariana Islands,2023Q01
Norway,2023Q01
Oman,2023Q01
Pakistan,2023Q01
Palau,2023Q01
Panama,2023Q01
Papua New Guinea,2023Q01
Paraguay,2023Q01
Peru,2023Q01
Philippines,2023Q01
Poland,2023Q01
Portugal,2023Q01
Puerto Rico,2023Q01
Qatar,2023Q01
Republic of Korea,2023Q01
Reunion,2023Q01
Romania,2023Q01
Russian Federation,2023Q01
Saint Kitts and Nevis,2023Q01
Saint Lucia,2023Q01
Saint Vincent and the Grenadines,2023Q01
Samoa,2023Q01
Sao Tome and Principe,2023Q01
Saudi Arabia,2023Q01
Senegal,2023Q01
Serbia and Montenegro,2023Q01
Seychelles,2023Q01
Sierra Leone,2023Q01
Singapore,2023Q01
Sint Maarten (Dutch part),2023Q01
Slovenia,2023Q01
Solomon Islands,2023Q01
Somalia,2023Q01
South Africa,2023Q01
Spain,2023Q01
Sri Lanka,2023Q01
Sudan,2023Q01
Sudan (...2011),2023Q01
Suriname,2023Q01
Sweden,2023Q01
Syrian Arab Republic,2023Q01
Thailand,2023Q01
Timor-Leste,2023Q01
Togo,2023Q01
Tonga,2023Q01
Trinidad and Tobago,2023Q01
Tunisia,2023Q01
Turkiye,2023Q01
Turks and Caicos Islands,2023Q01
Tuvalu,2023Q01
United Arab Emirates,2023Q01
United Kingdom,2023Q01
United Republic of Tanzania,2023Q01
United States,2023Q01
United States Virgin Islands,2023Q01
Uruguay,2023Q01
Vanuatu,2023Q01
Venezuela (Bolivarian Rep. of),2023Q01
Viet Nam,2023Q01
Wallis and Futuna Islands,2023Q01
Yemen,2023Q01
Albania,2023Q02
Algeria,2023Q02
American Samoa,2023Q02
Angola,2023Q02
Antigua and Barbuda,2023Q02
Argentina,2023Q02
Aruba,2023Q02
Australia,2023Q02
Bahamas,2023Q02
Bahrain,2023Q02
Bangladesh,2023Q02
Barbados,2023Q02
Belgium,2023Q02
Belize,2023Q02
Benin,2023Q02
Bermuda,2023Q02
Brazil,2023Q02
British Virgin Islands,2023Q02
Brunei Darussalam,2023Q02
Bulgaria,2023Q02
Cabo Verde,2023Q02
Cambodia,2023Q02
Cameroon,2023Q02
Canada,2023Q02
Cayman Islands,2023Q02
Chile,2023Q02
China,2023Q02
"China, Hong Kong SAR",2023Q02
"China, Taiwan Province of",2023Q02
Christmas Island,2023Q02
Colombia,2023Q02
Comoros,2023Q02
Congo,2023Q02
Cook Islands,2023Q02
Costa Rica,2023Q02
Cote d'Ivoire,2023Q02
Croatia,2023Q02
Cuba,2023Q02
Curacao,2023Q02
Cyprus,2023Q02
Dem. Rep. of the Congo,2023Q02
Denmark,2023Q02
Djibouti,2023Q02
Dominica,2023Q02
Dominican Republic,2023Q02
Ecuador,2023Q02
Egypt,2023Q02
El Salvador,2023Q02
Equatorial Guinea,2023Q02
Eritrea,2023Q02
Estonia,2023Q02
Faroe Islands,2023Q02
Fiji,2023Q02
Finland,2023Q02
France,2023Q02
French Guiana,2023Q02
French Polynesia,2023Q02
Gabon,2023Q02
Gambia,2023Q02
Georgia,2023Q02
Germany,2023Q02
Ghana,2023Q02
Greece,2023Q02
Greenland,2023Q02
Grenada,2023Q02
Guadeloupe,2023Q02
Guam,2023Q02
Guatemala,2023Q02
Guernsey,2023Q02
Guinea,2023Q02
Guinea-Bissau,2023Q02
Guyana,2023Q02
Haiti,2023Q02
Honduras,2023Q02
Iceland,2023Q02
India,2023Q02
Indonesia,2023Q02
Iran (Islamic Republic of),2023Q02
Iraq,2023Q02
Ireland,2023Q02
Israel,2023Q02
Italy,2023Q02
Jamaica,2023Q02
Japan,2023Q02
Jersey,2023Q02
Jordan,2023Q02
Kenya,2023Q02
Kiribati,2023Q02
Kuwait,2023Q02
Latvia,2023Q02
Lebanon,2023Q02
Liberia,2023Q02
Libya,2023Q02
Lithuania,2023Q02
Madagascar,2023Q02
Malaysia,2023Q02
Maldives,2023Q02
Malta,2023Q02
Marshall Islands,2023Q02
Martinique,2023Q02
Mauritania,2023Q02
Mauritius,2023Q02
Mayotte,2023Q02
Mexico,2023Q02
Micronesia (Federated States of),2023Q02
Montenegro,2023Q02
Morocco,2023Q02
Mozambique,2023Q02
Myanmar,2023Q02
Namibia,2023Q02
Netherlands (Kingdom of the),2023Q02
Netherlands Antilles,2023Q02
New Caledonia,2023Q02
New Zealand,2023Q02
Nicaragua,2023Q02
Nigeria,2023Q02
Niue,2023Q02
Norfolk Island,2023Q02
Northern Mariana Islands,2023Q02
Norway,2023Q02
Oman,2023Q02
Pakistan,2023Q02
Palau,2023Q02
Panama,2023Q02
Papua New Guinea,2023Q02
Paraguay,2023Q02
Peru,2023Q02
Philippines,2023Q02
Poland,2023Q02
Portugal,2023Q02
Puerto Rico,2023Q02
Qatar,2023Q02
Republic of Korea,2023Q02
Reunion,2023Q02
Romania,2023Q02
Russian Federation,2023Q02
Saint Kitts and Nevis,2023Q02
Saint Lucia,2023Q02
Saint Vincent and the Grenadines,2023Q02
Samoa,2023Q02
Sao Tome and Principe,2023Q02
Saudi Arabia,2023Q02
Senegal,2023Q02
Serbia and Montenegro,2023Q02
Seychelles,2023Q02
Sierra Leone,2023Q02
Singapore,2023Q02
Sint Maarten (Dutch part),2023Q02
Slovenia,2023Q02
Solomon Islands,2023Q02
Somalia,2023Q02
South Africa,2023Q02
Spain,2023Q02
Sri Lanka,2023Q02
Sudan,2023Q02
Sudan (...2011),2023Q02
Suriname,2023Q02
Sweden,2023Q02
Syrian Arab Republic,2023Q02
Thailand,2023Q02
Timor-Leste,2023Q02
Togo,2023Q02
Tonga,2023Q02
Trinidad and Tobago,2023Q02
Tunisia,2023Q02
Turkiye,2023Q02
Turks and Caicos Islands,2023Q02
Tuvalu,2023Q02
Ukraine,2023Q02
United Arab Emirates,2023Q02
United Kingdom,2023Q02
United Republic of Tanzania,2023Q02
United States,2023Q02
United States Virgin Islands,2023Q02
Uruguay,2023Q02
Vanuatu,2023Q02
Venezuela (Bolivarian Rep. of),2023Q02
Viet Nam,2023Q02
Wallis and Futuna Islands,2023Q02
Yemen,2023Q02
Albania,2023Q03
Algeria,2023Q03
American Samoa,2023Q03
Angola,2023Q03
Antigua and Barbuda,2023Q03
Argentina,2023Q03
Aruba,2023Q03
Australia,2023Q03
Bahamas,2023Q03
Bahrain,2023Q03
Bangladesh,2023Q03
Barbados,2023Q03
Belgium,2023Q03
Belize,2023Q03
Benin,2023Q03
Bermuda,2023Q03
Brazil,2023Q03
British Virgin Islands,2023Q03
Brunei Darussalam,2023Q03
Bulgaria,2023Q03
Cabo Verde,2023Q03
Cambodia,2023Q03
Cameroon,2023Q03
Canada,2023Q03
Cayman Islands,2023Q03
Chile,2023Q03
China,2023Q03
"China, Hong Kong SAR",2023Q03
"China, Taiwan Province of",2023Q03
Christmas Island,2023Q03
Colombia,2023Q03
Comoros,2023Q03
Congo,2023Q03
Cook Islands,2023Q03
Costa Rica,2023Q03
Cote d'Ivoire,2023Q03
Croatia,2023Q03
Cuba,2023Q03
Curacao,2023Q03
Cyprus,2023Q03
Dem. Rep. of the Congo,2023Q03
Denmark,2023Q03
Djibouti,2023Q03
Dominica,2023Q03
Dominican Republic,2023Q03
Ecuador,2023Q03
Egypt,2023Q03
El Salvador,2023Q03
Equatorial Guinea,2023Q03
Eritrea,2023Q03
Estonia,2023Q03
Faroe Islands,2023Q03
Fiji,2023Q03
Finland,2023Q03
France,2023Q03
French Guiana,2023Q03
French Polynesia,2023Q03
Gabon,2023Q03
Gambia,2023Q03
Georgia,2023Q03
Germany,2023Q03
Ghana,2023Q03
Greece,2023Q03
Greenland,2023Q03
Grenada,2023Q03
Guadeloupe,2023Q03
Guam,2023Q03
Guatemala,2023Q03
Guernsey,2023Q03
Guinea,2023Q03
Guinea-Bissau,2023Q03
Guyana,2023Q03
Haiti,2023Q03
Honduras,2023Q03
Iceland,2023Q03
India,2023Q03
Indonesia,2023Q03
Iran (Islamic Republic of),2023Q03
Iraq,2023Q03
Ireland,2023Q03
Israel,2023Q03
Italy,2023Q03
Jamaica,2023Q03
Japan,2023Q03
Jersey,2023Q03
Jordan,2023Q03
Kenya,2023Q03
Kiribati,2023Q03
Kuwait,2023Q03
Latvia,2023Q03
Lebanon,2023Q03
Liberia,2023Q03
Libya,2023Q03
Lithuania,2023Q03
Madagascar,2023Q03
Malaysia,2023Q03
Maldives,2023Q03
Malta,2023Q03
Marshall Islands,2023Q03
Martinique,2023Q03
Mauritania,2023Q03
Mauritius,2023Q03
Mayotte,2023Q03
Mexico,2023Q03
Micronesia (Federated States of),2023Q03
Montenegro,2023Q03
Morocco,2023Q03
Mozambique,2023Q03
Myanmar,2023Q03
Namibia,2023Q03
Netherlands (Kingdom of the),2023Q03
Netherlands Antilles,2023Q03
New Caledonia,2023Q03
New Zealand,2023Q03
Nicaragua,2023Q03
Nigeria,2023Q03
Niue,2023Q03
Norfolk Island,2023Q03
Northern Mariana Islands,2023Q03
Norway,2023Q03
Oman,2023Q03
Pakistan,2023Q03
Palau,2023Q03
Panama,2023Q03
Papua New Guinea,2023Q03
Paraguay,2023Q03
Peru,2023Q03
Philippines,2023Q03
Poland,2023Q03
Portugal,2023Q03
Puerto Rico,2023Q03
Qatar,2023Q03
Republic of Korea,2023Q03
Reunion,2023Q03
Romania,2023Q03
Russian Federation,2023Q03
Saint Kitts and Nevis,2023Q03
Saint Lucia,2023Q03
Saint Vincent and the Grenadines,2023Q03
Samoa,2023Q03
Sao Tome and Principe,2023Q03
Saudi Arabia,2023Q03
Senegal,2023Q03
Serbia and Montenegro,2023Q03
Seychelles,2023Q03
Sierra Leone,2023Q03
Singapore,2023Q03
Sint Maarten (Dutch part),2023Q03
Slovenia,2023Q03
Solomon Islands,2023Q03
Somalia,2023Q03
South Africa,2023Q03
Spain,2023Q03
Sri Lanka,2023Q03
Sudan,2023Q03
Sudan (...2011),2023Q03
Suriname,2023Q03
Sweden,2023Q03
Syrian Arab Republic,2023Q03
Thailand,2023Q03
Timor-Leste,2023Q03
